SERIES,CNTRY,TRN,AGG,UNIT,REF,CODE,COUNTRY,SUB-CHAPTER,TITLE,UNIT,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,,,,,,,
ISL.1.0.0.0.UTVG,ISL,1,0,0,0,UTVG,Iceland,01 Revenue (ESA 2010),Taxes linked to imports and production (indirect taxes): general government :- ESA 2010 ,Mrd ISK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.9597,118.0837,124.2281,123.1125,129.7071,140.8817,165.7743,195.7465,226.9987,244.0388,231.8923,210.4184,220.5263,233.084,254.7201,266.9483,314.2701,334.9258,346.9545,388.7648,407.5273,414.6021,406.6155,449.369,519.5716,583.9764,605.879,646.7631,683.4237,,,,,,,
NOR.1.0.0.0.UTVG,NOR,1,0,0,0,UTVG,Norway,01 Revenue (ESA 2010),Taxes linked to imports and production (indirect taxes): general government :- ESA 2010 ,Mrd NOK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143.993,155.62,169.005,176.532,186.037,196.984,201.564,203.299,205.545,220.574,237.581,262.632,286.168,284.589,283.993,305.362,317.01,330.537,345.628,359.307,372.03,389.811,411.415,429.962,438.261,444.684,477.464,504.765,511.757,530.751,534.379,521.1721,,,,,,,
CHE.1.0.0.0.UTVG,CHE,1,0,0,0,UTVG,Switzerland,01 Revenue (ESA 2010),Taxes linked to imports and production (indirect taxes): general government :- ESA 2010 ,Mrd CHF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.6379,22.7161,23.5236,25.7638,27.9024,30.5897,30.4368,29.4447,29.8892,31.0379,31.6098,33.0809,34.4321,35.6019,34.8477,36.5753,37.2004,37.1813,37.5638,37.7408,37.9714,37.8726,38.9662,38.8003,38.9597,38.5718,40.7044,41.6749,41.3983,41.77225,42.28961,43.12703,,,,,,,
JPN.1.0.0.0.UTVG,JPN,1,0,0,0,UTVG,Japan,01 Revenue (ESA 2010),Taxes linked to imports and production (indirect taxes): general government :- ESA 2010 ,Mrd JPY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19108.1,19895.5,20347.5,22586.7,24494.3,25051.7,28034.8,30091.4,30954.2,35055.9,34278.5,37428.4,36473.3,37274.8,38572.1,40251.6,40699,42958.1,43002.2,43136.1,42911.7,41478.5,41138.6,41604.4,37890.6,37870.8,37460.3,36736.3,35492,35974.3,36119.6,36115,36594,41014.6,44861.9,45205.7,45525.7,45914.8,46470.3,47931.9,50513.9,52621.3,53460.7,54262.61,55347.86,56178.08,,,,,,,
USA.1.0.0.0.UTVG,USA,1,0,0,0,UTVG,United States,01 Revenue (ESA 2010),Taxes linked to imports and production (indirect taxes): general government :- ESA 2010 ,Mrd USD,44.6,47,50.5,53.4,57.3,60.8,63.3,68,76.5,83.9,91.413,100.493,107.928,117.22,124.902,135.292,146.388,159.664,170.898,180.101,200.33,235.644,240.933,263.281,289.773,308.133,323.373,347.545,374.464,398.866,424.99,457.091,483.376,503.126,545.247,557.903,580.753,611.614,639.472,673.584,708.555,727.69,760.03,805.616,868.098,942.438,997.04,1036.829,1049.74,1026.818,1063.074,1103.724,1136.115,1185.823,1237.712,1273.454,1309.126,1363.971,1457.094,1533.632,1521.265,1700.089,1850.248,1893.11,1968.179,2557.4,2844.514,,,,,,,
EU27.1.0.99.0.UTVG,EU27,1,0,99,0,UTVG,European Union,01 Revenue (ESA 2010),Taxes linked to imports and production (indirect taxes): general government :- ESA 2010 ,"Mrd ECU/EUR, Standard aggregation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,795.661,844.479,873.877,954.752,1012.312,1052.045,1081.352,1124.74,1156.485,1210.246,1277.534,1357.674,1437.489,1435.676,1361.658,1435.24,1503.489,1546.973,1581.439,1631.916,1681.652,1723.16,1792.236,1855.898,1923.403,1809.484,2007.649,2141.771,2200.806,2297.732,2397.704,2493.462,,,,,,,
EU15.1.0.99.0.UTVG,EU15,1,0,99,0,UTVG,European Union (15 countries),01 Revenue (ESA 2010),Taxes linked to imports and production (indirect taxes): general government :- ESA 2010 ,"Mrd ECU/EUR, Standard aggregation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,873.688,926.872,984.63,1074.258,1148.482,1210.683,1233.859,1279.281,1298.419,1360.254,1416.982,1500.24,1574.156,1517.927,1429.506,1525.217,1599.32,1666.885,1698.578,1773.546,1855.761,1869.576,1918.081,1974.98,2041.781,1891.95,2108.323,2269,2301.418,2390.932,2480.156,2569.404,,,,,,,
EA19.1.0.99.0.UTVG,EA19,1,0,99,0,UTVG,Euro area (19 countries),01 Revenue (ESA 2010),Taxes linked to imports and production (indirect taxes): general government :- ESA 2010 ,"Mrd ECU/EUR, Standard aggregation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,695.297,731.961,757.398,824.703,875.37,907.455,932.742,966.449,994.879,1038.459,1089.111,1154.75,1213.575,1198.663,1154.697,1201.044,1253.307,1290.495,1319.677,1369.006,1404.93,1437.136,1490.388,1542.76,1599.578,1491.985,1649.248,1758.082,1794.779,1865.082,1937.066,2008.511,,,,,,,
EA20.1.0.99.0.UTVG,EA20,1,0,99,0,UTVG,Euro area,01 Revenue (ESA 2010),Taxes linked to imports and production (indirect taxes): general government :- ESA 2010 ,"Mrd ECU/EUR, Standard aggregation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,698.706,735.604,761.387,829.347,879.739,912.205,937.841,972.143,1000.879,1044.77,1095.922,1162.32,1221.721,1207.571,1162.673,1208.961,1261.192,1298.715,1328.133,1377.405,1413.853,1446.447,1500.217,1553.311,1610.752,1501.729,1660.659,1771.053,1809.822,1881.554,1954.676,2027.096,,,,,,,
EA12.1.0.99.0.UTVG,EA12,1,0,99,0,UTVG,Euro area (12 countries),01 Revenue (ESA 2010),Taxes linked to imports and production (indirect taxes): general government :- ESA 2010 ,"Mrd ECU/EUR, Standard aggregation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,687.898,723.963,748.279,814.718,865.059,896.049,920.832,953.428,980.405,1022.49,1071.172,1134.891,1190.118,1174.012,1132.196,1177.478,1227.966,1264.662,1292.816,1340.658,1375.174,1406.243,1457.381,1507.517,1562.118,1456.24,1609.328,1713.569,1746.37,1814.134,1881.184,1949.576,,,,,,,
BEL.1.0.99.0.UTVG,BEL,1,0,99,0,UTVG,Belgium,01 Revenue (ESA 2010),Taxes linked to imports and production (indirect taxes): general government :- ESA 2010 ,Mrd ECU/EUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.09797,28.18566,28.8615,29.92668,32.1555,33.5361,33.6463,34.7952,36.1879,38.464,40.3761,42.3747,44.3791,45.4069,44.9312,47.8148,49.8522,52.6249,53.468,54.2002,55.1131,57.789,59.5552,61.6191,63.654,59.3269,66.8832,68.9637,73.4827,73.3722,75.63146,77.9116,,,,,,,
BGR.1.0.99.0.UTVG,BGR,1,0,99,0,UTVG,Bulgaria,01 Revenue (ESA 2010),Taxes linked to imports and production (indirect taxes): general government :- ESA 2010 ,Mrd ECU/EUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.21207,0.86831,0.94827,1.68206,1.66832,1.96925,2.08912,2.16057,2.65606,3.31683,3.86237,4.55363,5.17174,6.22114,5.29057,5.26772,5.72293,6.05318,6.42469,6.42448,6.98798,7.51242,8.0385,8.29006,9.39662,9.27876,10.55998,13.81864,13.81414,15.33722,17.74926,18.42076,,,,,,,
CZE.1.0.99.0.UTVG,CZE,1,0,99,0,UTVG,Czechia,01 Revenue (ESA 2010),Taxes linked to imports and production (indirect taxes): general government :- ESA 2010 ,Mrd ECU/EUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.19313,5.93539,5.84672,6.10427,6.5808,7.01881,7.6589,8.76063,9.02375,10.46135,11.80649,12.76478,14.59168,16.72455,16.07628,17.45963,19.56996,19.95557,20.08617,18.63352,20.5994,21.70725,23.79347,25.24163,26.80281,24.63022,27.49912,31.22693,33.5718,34.07325,35.81201,37.45058,,,,,,,
DNK.1.0.99.0.UTVG,DNK,1,0,99,0,UTVG,Denmark,01 Revenue (ESA 2010),Taxes linked to imports and production (indirect taxes): general government :- ESA 2010 ,Mrd ECU/EUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.05023,24.63509,25.7154,28.30011,29.65792,29.65809,30.90176,32.31404,32.66035,34.55548,37.02519,38.99468,40.72264,39.73018,37.79921,39.32167,40.45825,41.60149,42.48166,43.22507,44.446,45.73319,46.85891,48.31786,48.83337,49.82021,53.05426,54.38343,52.06234,53.23081,54.93414,57.01041,,,,,,,
DEU.1.0.99.0.UTVG,DEU,1,0,99,0,UTVG,Germany,01 Revenue (ESA 2010),Taxes linked to imports and production (indirect taxes): general government :- ESA 2010 ,Mrd ECU/EUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.7225,163.0157,181.198,198.6623,205.4699,202.4024,199.7548,206.7083,223.572,229.381,233.418,235.394,240.978,239.835,242.581,252.846,278.208,283.315,286.922,287.084,309.27,315.623,325.968,337.783,349.818,359.16,371.778,381.4,394.384,371.274,411.025,431.742,428.033,442.084,456.3938,472.7504,,,,,,,
EST.1.0.99.0.UTVG,EST,1,0,99,0,UTVG,Estonia,01 Revenue (ESA 2010),Taxes linked to imports and production (indirect taxes): general government :- ESA 2010 ,Mrd ECU/EUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37664,0.497478,0.609314,0.625741,0.6337,0.7678,0.8723,0.9836,1.0663,1.2449,1.4244,1.8046,2.1729,2.005,2.0835,2.0739,2.2878,2.5381,2.5896,2.8073,2.9936,3.2527,3.4346,3.6497,4.0279,3.7413,4.2848,4.8573,5.1468,5.5616,6.19233,6.627629,,,,,,,
IRL.1.0.99.0.UTVG,IRL,1,0,99,0,UTVG,Ireland,01 Revenue (ESA 2010),Taxes linked to imports and production (indirect taxes): general government :- ESA 2010 ,Mrd ECU/EUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.38076,8.40888,10.03024,10.88253,12.2084,14.0402,14.5941,16.174,17.6619,19.6949,22.335,25.0805,25.8544,22.5571,18.3685,18.0764,17.7941,18.3629,19.311,21.2603,22.4868,23.4707,24.6493,25.7172,27.5345,23.7425,29.4448,31.6107,33.3458,35.6946,36.68435,38.11588,,,,,,,
GRC.1.0.99.0.UTVG,GRC,1,0,99,0,UTVG,Greece,01 Revenue (ESA 2010),Taxes linked to imports and production (indirect taxes): general government :- ESA 2010 ,Mrd ECU/EUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.85,14.43983,16.05745,15.93864,18.13247,18.68085,19.383,21.001,21.68,22.444,23.632,26.688,29.241,30.413,27.826,28.454,27.971,27.203,26.615,28.728,29.137,30.899,31.221,31.911,32.27,27.772,31.408,39.51,38.43,40.032,40.32238,42.84481,,,,,,,
ESP.1.0.99.0.UTVG,ESP,1,0,99,0,UTVG,Spain,01 Revenue (ESA 2010),Taxes linked to imports and production (indirect taxes): general government :- ESA 2010 ,Mrd ECU/EUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.976,50.9567,54.0661,61.2025,67.814,72.939,76.726,82.033,89.95,100.46,112.258,122.204,122.839,104.356,86.108,105.981,102.441,105.324,112.744,118.365,126.349,128.812,135.067,141.184,143.058,126.756,146.953,160.429,165.546,177.139,187.6585,195.9596,,,,,,,
FRA.1.0.99.0.UTVG,FRA,1,0,99,0,UTVG,France,01 Revenue (ESA 2010),Taxes linked to imports and production (indirect taxes): general government :- ESA 2010 ,Mrd ECU/EUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.0539,68.1182,75.4037,83.2934,91.4429,96.2644,105.2237,114.693,121.4827,126.8017,132.6524,138.9872,148.6238,151.3326,157.2435,168.1206,181.0727,192.1837,205.2471,208.3714,216.5943,225.1531,228.6921,231.4058,239.3311,244.8831,258.8919,270.9405,281.529,291.8699,295.2,290.8671,294.7851,312.1211,321.2631,330.661,338.98,349.757,358.248,374.586,389.537,409.021,390.305,416.396,441.914,446.58,453.679,470.4534,484.9737,,,,,,,
HRV.1.0.99.0.UTVG,HRV,1,0,99,0,UTVG,Croatia,01 Revenue (ESA 2010),Taxes linked to imports and production (indirect taxes): general government :- ESA 2010 ,Mrd ECU/EUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.40873,3.64346,3.98937,4.64411,4.36916,4.75057,5.09874,5.69382,6.00001,6.31039,6.81035,7.57011,8.14572,8.90814,7.97566,7.9175,7.8855,8.2206,8.4555,8.399,8.923,9.3109,9.829,10.5513,11.174,9.7442,11.4109,12.9709,15.043,16.4727,17.61075,18.58527,,,,,,,
ITA.1.0.99.0.UTVG,ITA,1,0,99,0,UTVG,Italy,01 Revenue (ESA 2010),Taxes linked to imports and production (indirect taxes): general government :- ESA 2010 ,Mrd ECU/EUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105.1953,119.3702,131.685,167.9139,170.78,178.425,182.701,190.078,190.737,199.155,208.059,224.967,232.258,222.498,214.317,225.694,233.151,247.794,242.256,252.293,250.287,245.147,250.821,256.209,261.488,231.18,262.1,279.848,291.446,309.128,315.2939,322.3831,,,,,,,
CYP.1.0.99.0.UTVG,CYP,1,0,99,0,UTVG,Cyprus,01 Revenue (ESA 2010),Taxes linked to imports and production (indirect taxes): general government :- ESA 2010 ,Mrd ECU/EUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.865616,0.87568,0.866808,0.982764,1.016676,1.283907,1.427284,1.502912,1.882909,2.126038,2.300997,2.58117,3.043851,3.1593,2.687,2.8082,2.7422,2.7582,2.5273,2.6529,2.6959,2.8286,3.0401,3.278,3.3989,2.9459,3.4525,4.0567,4.452,4.6897,4.989581,5.309467,,,,,,,
LVA.1.0.99.0.UTVG,LVA,1,0,99,0,UTVG,Latvia,01 Revenue (ESA 2010),Taxes linked to imports and production (indirect taxes): general government :- ESA 2010 ,Mrd ECU/EUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.537731,0.587765,0.770259,0.910428,0.941488,1.063055,1.116548,1.138121,1.242955,1.36282,1.690119,2.173989,2.720629,2.650019,2.11698,2.21217,2.50909,2.79145,2.99181,3.19684,3.36052,3.61689,3.81712,4.22291,4.3884,4.28559,4.638,5.36254,5.57682,5.85027,6.139522,6.508159,,,,,,,
LTU.1.0.99.0.UTVG,LTU,1,0,99,0,UTVG,Lithuania,01 Revenue (ESA 2010),Taxes linked to imports and production (indirect taxes): general government :- ESA 2010 ,Mrd ECU/EUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61645,0.76391,1.20692,1.38208,1.41187,1.56289,1.66679,1.87979,1.94073,2.03866,2.3546,2.7235,3.3773,3.7907,3.1144,3.3365,3.6468,3.7491,3.8783,4.1242,4.3838,4.5877,4.9425,5.281,5.7327,5.9815,6.8208,7.8433,8.2893,9.1016,9.93173,10.6081,,,,,,,
LUX.1.0.99.0.UTVG,LUX,1,0,99,0,UTVG,Luxembourg,01 Revenue (ESA 2010),Taxes linked to imports and production (indirect taxes): general government :- ESA 2010 ,Mrd ECU/EUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.84011,1.88693,2.05359,2.2418,2.62132,3.04413,3.0283,3.08232,3.23235,3.68149,4.02445,4.25556,4.84589,4.74038,4.63136,4.97315,5.327,5.69384,6.00504,6.55797,5.7691,6.04763,6.48206,7.04093,7.34417,7.31052,8.5203,9.0202,8.9727,9.9504,10.36886,10.85964,,,,,,,
HUN.1.0.99.0.UTVG,HUN,1,0,99,0,UTVG,Hungary,01 Revenue (ESA 2010),Taxes linked to imports and production (indirect taxes): general government :- ESA 2010 ,Mrd ECU/EUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.14695,6.15936,6.37983,6.70786,7.46896,8.46187,9.22431,10.68441,11.72402,13.35869,13.93525,13.70746,16.0292,16.76417,15.39177,17.15958,17.57626,18.55991,18.96342,19.59314,20.9976,20.96072,22.67611,24.55663,26.21674,24.84602,27.03764,30.61842,34.44029,35.21724,36.35521,37.68976,,,,,,,
MLT.1.0.99.0.UTVG,MLT,1,0,99,0,UTVG,Malta,01 Revenue (ESA 2010),Taxes linked to imports and production (indirect taxes): general government :- ESA 2010 ,Mrd ECU/EUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.342747,0.341989,0.397806,0.387866,0.458639,0.526612,0.569701,0.581219,0.587177,0.64395,0.724787,0.7656,0.8119,0.8427,0.8189,0.9026,0.9229,0.9409,0.9879,1.1083,1.177,1.2614,1.4019,1.5693,1.6143,1.3931,1.5682,1.7781,1.939,2.11,2.232872,2.374475,,,,,,,
NLD.1.0.99.0.UTVG,NLD,1,0,99,0,UTVG,Netherlands,01 Revenue (ESA 2010),Taxes linked to imports and production (indirect taxes): general government :- ESA 2010 ,Mrd ECU/EUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.0578,37.9261,39.3153,42.1102,47.381,50.228,56.641,58.432,60.002,62.566,65.808,70.359,72.54,75.669,71.63,72.91,72.544,71.293,74.309,78.281,78.938,84.323,87.829,93.145,99.891,101.843,110.269,114.003,118.832,125.593,131.3022,139.8579,,,,,,,
AUT.1.0.99.0.UTVG,AUT,1,0,99,0,UTVG,Austria,01 Revenue (ESA 2010),Taxes linked to imports and production (indirect taxes): general government :- ESA 2010 ,Mrd ECU/EUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.89752,27.8955,28.52283,29.41472,30.96523,31.56393,32.47083,33.65883,34.12024,35.22389,36.14542,37.04236,39.10367,40.71724,41.19677,42.47433,44.69052,46.73016,47.40758,48.41911,50.03858,52.02852,52.86843,54.04822,55.72891,52.39311,57.21465,61.5899,65.41731,67.51786,72.92479,75.62914,,,,,,,
POL.1.0.99.0.UTVG,POL,1,0,99,0,UTVG,Poland,01 Revenue (ESA 2010),Taxes linked to imports and production (indirect taxes): general government :- ESA 2010 ,Mrd ECU/EUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.4355,18.1576,19.6202,20.5956,21.8768,24.0896,27.6278,28.5973,26.118,27.7802,33.9748,38.7694,45.2406,53.1326,41.1661,49.7486,52.5888,50.5841,50.4885,52.935,55.6444,57.1882,64.4199,69.9339,73.589,73.4267,87.5066,89.7742,106.3038,122.7192,132.0177,141.5357,,,,,,,
PRT.1.0.99.0.UTVG,PRT,1,0,99,0,UTVG,Portugal,01 Revenue (ESA 2010),Taxes linked to imports and production (indirect taxes): general government :- ESA 2010 ,Mrd ECU/EUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.97341,12.95845,13.54994,15.06197,16.6537,17.2332,18.2028,19.8407,20.2799,21.0868,23.1269,24.7048,25.3544,25.0788,22.0196,23.8363,24.4254,23.3451,23.4027,24.7222,26.2074,27.5638,29.1861,30.8712,32.2408,29.2756,32.4646,36.5123,38.7122,41.5068,43.88508,45.93646,,,,,,,
ROM.1.0.99.0.UTVG,ROM,1,0,99,0,UTVG,Romania,01 Revenue (ESA 2010),Taxes linked to imports and production (indirect taxes): general government :- ESA 2010 ,Mrd ECU/EUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.66247,2.54909,2.8536,4.21467,4.11448,4.84033,5.12383,5.64899,6.44832,7.16609,10.28706,12.52303,15.45924,16.48346,12.80369,14.88526,17.23808,17.49539,18.31557,19.1739,21.28652,19.29473,19.33966,21.32147,23.50814,22.72557,25.76569,30.93032,35.54919,38.85544,42.27137,45.45249,,,,,,,
SVN.1.0.99.0.UTVG,SVN,1,0,99,0,UTVG,Slovenia,01 Revenue (ESA 2010),Taxes linked to imports and production (indirect taxes): general government :- ESA 2010 ,Mrd ECU/EUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.463861,2.597051,2.735735,3.078547,3.425316,3.372488,3.523058,3.875232,4.111112,4.274858,4.486466,4.676297,5.06173,5.27825,4.94578,5.19457,5.26423,5.26684,5.5374,5.71318,5.91531,6.06359,6.34027,6.64834,6.91507,6.14538,7.09925,7.65841,8.25274,8.66193,9.133722,9.540172,,,,,,,
SVK.1.0.99.0.UTVG,SVK,1,0,99,0,UTVG,Slovakia,01 Revenue (ESA 2010),Taxes linked to imports and production (indirect taxes): general government :- ESA 2010 ,Mrd ECU/EUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.19594,2.334,2.53273,2.61775,2.42365,2.82959,2.73422,3.06,3.64209,4.27799,4.95756,5.13413,6.26847,6.92497,6.73487,7.03784,7.96728,7.78802,8.34842,8.74538,9.22959,9.2826,10.03048,10.59375,11.38276,11.2528,12.05653,12.9568,14.75288,14.97271,17.26193,17.96642,,,,,,,
FIN.1.0.99.0.UTVG,FIN,1,0,99,0,UTVG,Finland,01 Revenue (ESA 2010),Taxes linked to imports and production (indirect taxes): general government :- ESA 2010 ,Mrd ECU/EUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8484,3.42854,3.834,3.78751,4.25874,5.01432,6.25464,7.13279,7.56525,9.34889,10.35322,10.74347,11.57293,14.43009,16.67394,16.40937,15.28834,12.58969,10.79794,12.37211,13.97549,14.28545,16.01027,16.72256,17.622,18.285,18.615,19.608,20.693,20.987,21.886,22.84,23.625,24.061,23.378,25.395,28.379,29.405,30.669,31.068,31.273,32.754,33.338,34.834,35.504,35.061,36.649,38.426,37.572,38.437,40.2651,42.35383,,,,,,,
SWE.1.0.99.0.UTVG,SWE,1,0,99,0,UTVG,Sweden,01 Revenue (ESA 2010),Taxes linked to imports and production (indirect taxes): general government :- ESA 2010 ,Mrd ECU/EUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.4398,41.3936,43.2551,50.57,51.1255,57.8005,61.2053,63.8014,60.8858,64.4317,66.9754,68.8378,70.7211,74.0408,78.5535,79.048,70.4583,82.4357,89.1424,94.0078,96.5459,94.5263,97.8372,104.3169,106.8928,104.9254,104.3044,103.0277,115.5673,119.966,115.2425,116.7449,123.8881,128.8064,,,,,,,
